"","url","title","snippet","date"
"1","https://www.breitbart.com/politics/2024/08/27/fake-news-strikes-again-media-launches-arlington-cemetery-hoax-against-trump-campaign-after-afghan-anniversary-visit/","Fake News Strikes Again: Media Launches Arlington Cemetery Hoax","Aug 27, 2024 ... A day after former President Donald Trump honored 13 fallen American service members at Arlington National Cemetery, NPR is claiming Trump campaign staff ...",2024-08-27
"2","https://www.breitbart.com/entertainment/2024/08/27/robert-f-kennedy-jr-wife-cheryl-hines-urged-him-to-meet-with-trump/","Robert F. Kennedy Jr.: Wife Cheryl Hines Urged Him to Meet with ...","Aug 27, 2024 ... told Tucker Carlson in an interview this week that his wife, Hollywood star Cheryl Hines, had encouraged him to meet with former President Donald Trump, not to ...",2024-08-27
"3","https://www.breitbart.com/politics/2024/08/22/police-manhunt-underway-for-arizona-sex-offender-who-threatened-to-kill-donald-trump-at-border-visit/","Police: Manhunt Underway for Arizona Sex Offender who ...","Aug 22, 2024 ... A manhunt is underway for an Arizona sex offender who allegedly threatened to assassinate Donald Trump during his Thursday border visit.",2024-08-22
"4","https://www.breitbart.com/politics/2024/08/22/source-republican-rep-lori-chavez-deremers-policy-staffer-attends-dnc-cheers-obama/","Republican Rep. Lori Chavez-DeRemer's Policy Staffer Attends ...","Aug 22, 2024 ... ... Democratic National Convention where thousands cheered Vice President Kamala Harris in her effort to defeat Donald Trump.",2024-08-22
"5","https://www.breitbart.com/entertainment/2024/08/31/real-embarrassing-sopranos-actor-michael-imperioli-ripped-for-gushing-over-photo-of-young-kamala-harris/","'Real Embarrassing': 'Sopranos' Actor Michael Imperioli Ripped for ...","Aug 31, 2024 ... An Economist/YouGov poll shows that most voters think former President Donald Trump is a strong leader and that Vice President Kamala Harris is a weak leader, ...",2024-08-31
"6","https://www.breitbart.com/politics/2024/08/27/left-wing-salon-attacks-maga-over-refusal-to-admit-ella-emhoff-is-cute-unapologetic-misogyny/","Salon Mag Rips MAGA 'Misogyny' for Refusal to Admit Ella Emhoff Is ...","Aug 27, 2024 ... The Tuesday essay, titled “MAGA attacks on Kamala Harris' stepdaughter threaten to backfire on Donald Trump,” was penned by Salon senior politics writer ...",2024-08-27
"7","https://www.breitbart.com/sports/2024/08/31/report-49ers-rookie-ricky-pearsall-shot-during-robbery-attempt-in-san-francisco/","REPORT: 49ers Rookie Ricky Pearsall Shot During Robbery ...","Aug 31, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-31
"8","https://www.breitbart.com/politics/2024/08/21/nolte-obama-makes-penis-size-joke-while-trashing-trump-as-childish/","Nolte: Obama Makes Penis Size Joke While Trashing Trump as ...","Aug 21, 2024 ... “For years, Donald Trump did everything in his power to try to make people fear us,” she said. His “narrow view of the world made him feel threatened by the ...",2024-08-21
"9","https://www.breitbart.com/clips/2024/08/28/surgeon-general-impacts-of-covid-school-closures-are-still-harming-parents/","Surgeon General on Parental Stress: We're Still Living with Impact of ...","Aug 28, 2024 ... Cotton: 'The Ayatollahs Are Scared to Death of Donald Trump' · Alleged Venezuelan Hitman Arrested by ICE in Texas · Dan Bongino: FBI Releasing Files on COVID ...",2024-08-28
"10","https://www.breitbart.com/politics/2024/08/23/trump-steals-kamala-joy-obama-hope-harris-must-be-defeated/","Trump Steals Kamala's 'Joy,' Obama's 'Hope': Harris Must Be Defeated","Aug 23, 2024 ... Donald Trump is riding high after Democrats' failure to utilize the DNC to springboard Vice President Kamala Harris's struggling campaign.",2024-08-23
