"","url","title","snippet","date"
"1","https://www.breitbart.com/politics/2024/10/15/dave-portnoy-criticizes-kamala-harris-worst-candidate-to-ever-run-for-president/","Dave Portnoy Criticizes Kamala Harris: 'Worst Candidate to Ever ...","Oct 15, 2024 ... Dave Portnoy, the founder of Barstool Sports, criticized Vice President Kamala Harris as being the “worst candidate to ever run for president.”",2024-10-15
"2","https://www.breitbart.com/politics/2024/10/11/desperate-kamala-harris-risks-intense-interview-with-charlamagne-tha-god-in-detroit/","Desperate Kamala Harris Risks Intense Interview with Charlamagne ...","Oct 11, 2024 ... Vice President Kamala Harris will risk a tougher interview in Detroit, Michigan, on Tuesday, when she sits down for a live conversation on iHeartRadio.",2024-10-11
"3","https://www.breitbart.com/2024-election/2024/10/11/kamala-harris-makes-pledge-latino-voters-welcome-grant-amnesty-millions-migrants/","Kamala Harris Makes Pledge to Latino Voters to Welcome, Grant ...","Oct 11, 2024 ... Vice President Kamala Harris is promising Latino voters that she will open the borders to a vast number of economic migrants and will grant shares of their US ...",2024-10-11
"4","https://www.breitbart.com/entertainment/2024/10/15/anne-hathaway-tells-broadway-for-harris-audience-maybe-you-dont-have-a-candidate-that-you-love-vote-anyway/","Anne Hathaway Tells 'Broadway for Harris' Audience 'Maybe You ...","Oct 15, 2024 ... Anne Hathaway endorsed Vice President Kamala Harris over Donald Trump on Monday while admitting that not everyone may ""love"" her candidacy.",2024-10-15
"5","https://www.breitbart.com/politics/2024/10/15/yacht-killer-received-taxpayer-funded-transgender-surgery-prison-kamala-harris/","'Yacht Killer' Received Trans Surgery in Prison Due to Kamala Harris","Oct 15, 2024 ... John Jacobson Jr., aka the ""Yacht Killer,"" finally received a taxpayer sex-change surgery due to policies Kamala Harris helped put in place.",2024-10-15
"6","https://www.breitbart.com/2024-election/2024/10/13/were-not-voting-for-kamala-black-male-voters-slam-obamas-shame-tactics-for-not-supporting-harris/","'We're Not Voting for Kamala': Black Male Voters Slam Obama's ...","Oct 13, 2024 ... Black conservative men have responded to former President Barack Obama's claims that they do not support Vice President Kamala Harris's campaign due to sexism.",2024-10-13
"7","https://www.breitbart.com/politics/2024/10/13/speaker-johnson-kamala-harris-is-desperate-because-shes-sinking-in-the-polls/","Speaker Johnson: Kamala Harris Is 'Desperate Because She's ...","Oct 13, 2024 ... House Speaker Mike Johnson (R-LA) said Sunday on NBC's “Meet the Press” that Democratic presidential nominee Vice President Kamala Harris was “desperate” ...",2024-10-13
"8","https://www.breitbart.com/2024-election/2024/10/19/abc-debate-moderator-david-muir-s-fact-check-aimed-donald-trump-breaks-down-fbi-revises-crime-statistics/","ABC Debate Moderator David Muir's Fact Check of Donald Trump ...","Oct 19, 2024 ... During the debate between Trump and Vice President Kamala Harris (D), Trump highlighted the fact that crime has been plaguing Americans under President Joe ...",2024-10-19
"9","https://www.breitbart.com/2024-election/2024/10/15/feds-child-sex-trafficking-reports-triple-under-harris-and-biden/","Feds Admit: Child Sex Trafficking Reports Triple under Harris and ...","Oct 15, 2024 ... Youth sex trafficking and its myriad cruelties tripled under President Joe Biden and Vice President Kamala Harris, according to a report in TheFreePress.com.",2024-10-15
"10","https://www.breitbart.com/politics/2024/10/11/beta-bait-leftist-group-releases-strange-video-attempting-to-make-kamala-harris-appeal-to-male-voters/","Leftist Group's Cringey Video Tries to Make Kamala Appeal to Male ...","Oct 11, 2024 ... The leftist group Vote Save America shared a strange video attempting to make Vice President Kamala Harris appeal to male voters.",2024-10-11
